Name,Type,Parent Object,Description,IsParent,Associated Parent
ParallelConstraint.nativeObject,Property,ParallelConstraint,the nativeobject is the object outside the context of an assembly and in the context of its parent component returns null in the case where this object is not in the context of an assembly but is already the native objectdefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.objectType,Property,ParallelConstraint,returns a string indicating the type of the objectdefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
ParallelConstraint.parentSketch,Property,ParallelConstraint,returns the parent sketch objectdefined in and the header file is adskfusionsketchparallelconstrainth,False,ParallelConstraint
Parameter,Object,,,True,Parameter
ParameterList,Object,,,True,ParameterList
ParameterList.add,Method,ParameterList,adds a parameter to the list this does not create a new parameter it adds an existing parameter to the list note that duplicates can exist in the listdefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.classType,Method,ParameterList,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.contains,Method,ParameterList,indicates whether or not parameterlist collection contains a specified parameterdefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.count,Property,ParameterList,returns the number of parameters in the collectiondefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.create,Method,ParameterList,creates a parameter list that the client can use for various purposes use parameterlistadd to add parameters to the list after creating itdefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.find,Method,ParameterList,finds the specified parameter in the list the search can be started at a specified index rather than from the beginning of the list if not found 1 is returneddefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.isReadOnly,Property,ParameterList,indicates if the list is readonly some lists returned by api calls instead of lists created by the user are read only items cannot be added or remove from such a listdefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.isValid,Property,ParameterList,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.item,Method,ParameterList,function that returns the specified parameter using an index into the collectiondefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.itemByName,Method,ParameterList,returns the specified parameter using the name of the parameter as it is displayed in the parameters dialogdefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.objectType,Property,ParameterList,returns a string indicating the type of the objectdefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.removeByIndex,Method,ParameterList,method that removes a parameter from the list using the index of the item in the list will fail if the list is read onlydefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
ParameterList.removeByItem,Method,ParameterList,method that removes a parameter from the list by specifying the parameter item to removedefined in and the header file is adskfusionfusionparameterlisth,False,ParameterList
Parameter.attributes,Property,Parameter,returns the collection of attributes associated with this facedefined in and the header file is adskfusionfusionparameterh,False,ParameterList
Parameter.classType,Method,Parameter,static function that all classes support that returns the type of the class as a string the returned string matches the string returned by the objecttype property for example if you have a reference to an object and you want to check if its a sketchline you can use myobjectobjecttype fusionsketchlineclasstypedefined in and the header file is adskfusionfusionparameterh,False,ParameterList
Parameter.comment,Property,Parameter,the comment associated with this parameterdefined in and the header file is adskfusionfusionparameterh,False,ParameterList
Parameter.dependentParameters,Property,Parameter,returns a list of parameters that are dependent on this parameter as a result of this parameter being referenced in their equationdefined in and the header file is adskfusionfusionparameterh,False,ParameterList
Parameter.expression,Property,Parameter,gets and sets the expression ie 22064 mm used to calculate the value of the parameterdefined in and the header file is adskfusionfusionparameterh,False,ParameterList
Parameter.isDeletable,Property,Parameter,gets if this parameter can be deleted parameters that cannot be deleted are model parameters and user parameters that have dependentsdefined in and the header file is adskfusionfusionparameterh,False,ParameterList
Parameter.isFavorite,Property,Parameter,gets and sets whether this parameter is included in the favorites list in the parameters dialogdefined in and the header file is adskfusionfusionparameterh,False,ParameterList
Parameter.isValid,Property,Parameter,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskfusionfusionparameterh,False,ParameterList
Parameter.name,Property,Parameter,gets and sets the name of the parameter setting the name can fail if the name is not unique with respect to all other parameters in the designdefined in and the header file is adskfusionfusionparameterh,False,ParameterList
